Genes	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
NAA50	6.50644e+07	6.96885e+07	8.55163e+07	6.65794e+07	5.20812e+07	5.78005e+07	7.35515e+07	7.36057e+07	6.30439e+07	6.82513e+07	8.44744e+07	7.39896e+07	5.78964e+07	6.13057e+07	6.66577e+07	6.65443e+07	5.73751e+07	7.40046e+07	6.92097e+07	6.0684e+07	5.11517e+07	4.64693e+07	5.81743e+07	6.36983e+07	6.43854e+07	4.66523e+07	4.61538e+07
NAA60																					523093						
NAA80	3.81946e+06	3.41809e+06	3.39158e+06	2.87227e+06	5.62964e+06	6.85016e+06	3.23147e+06	3.29232e+06	3.38952e+06	2.49247e+06	3.52239e+06	3.21781e+06	3.75787e+06	3.00459e+06	3.47215e+06	2.6213e+06	3.01511e+06	2.63737e+06	2.29923e+06	4.94779e+06	4.5643e+06	4.67653e+06	4.30552e+06	6.1232e+06	5.9008e+06	7.1433e+06	6.96044e+06
NAAA	1.4017e+07	1.32624e+07	1.22755e+07	2.17628e+07	1.58348e+07	1.67562e+07	9.79736e+06	1.19235e+07	1.32421e+07	1.33739e+07	1.08833e+07	1.18676e+07	1.41523e+07	1.61858e+07	1.62831e+07	2.49284e+07	1.66124e+07	1.73839e+07	1.52767e+07	9.26066e+06	9.09581e+06	1.08911e+07	1.07254e+07	1.11212e+07	1.23763e+07	1.14393e+07	1.30699e+07
NAALAD2	3.78446e+06											2.72709e+06		2.70123e+06	2.33364e+06		2.01371e+06										
NAALADL1																	193195								38288.4		
NAB1																				914403							
NAB2	2.93468e+06	3.01262e+06	2.34699e+06	1.73485e+06	4.35221e+06	3.66325e+06	1.92497e+06	2.7879e+06	1.74951e+06	3.21735e+06	1.57399e+06	3.07078e+06	2.46925e+06	2.08351e+06	2.30563e+06	2.3855e+06	3.38361e+06	2.26094e+06		3.30121e+06	2.05543e+06	2.95843e+06	4.37832e+06	3.96005e+06	4.75044e+06	3.06877e+06	2.63001e+06
NABP1	1.1679e+06	1.03482e+06	711287		1.47591e+06	818625	1.18283e+06	708892	1.42406e+06	1.1995e+06			817969			626006	770636	636426		1.5436e+06	1.40217e+06	1.48392e+06	1.33649e+06	1.6515e+06	1.43328e+06	771234	763944
NABP2	8.7363e+06	6.45127e+06	7.61247e+06	7.9185e+06	1.00746e+07	8.48957e+06	8.21942e+06	6.04137e+06	8.87241e+06	7.33653e+06	4.65593e+06	6.18803e+06	8.04342e+06	8.64235e+06	9.00812e+06	8.73198e+06	8.63026e+06	8.24085e+06	9.0166e+06	8.49747e+06	1.01607e+07	8.94911e+06	8.74745e+06	7.35678e+06	8.37246e+06	8.92261e+06	8.58769e+06
NACA	4.86666e+08	4.66692e+08	4.4825e+08	4.55518e+08	5.12193e+08	4.53741e+08	4.58511e+08	4.90253e+08	4.83404e+08	4.64965e+08	5.77999e+08	5.07983e+08	4.89079e+08	5.40709e+08	5.12999e+08	4.39235e+08	4.73162e+08	3.85113e+08	5.40687e+08	3.93799e+08	4.65388e+08	4.08475e+08	4.05027e+08	4.08257e+08	3.96313e+08	4.54934e+08	4.34468e+08
NACA2																71916.1											
NACC1	1.64817e+07	1.48689e+07	1.20055e+07	2.16852e+07	1.47065e+07	1.32531e+07	1.69196e+07	1.29419e+07	1.03469e+07	1.26907e+07	1.41215e+07	1.56331e+07	2.81337e+07	2.65913e+07	2.52142e+07	2.43496e+07	2.61462e+07	2.37706e+07	2.45929e+07	1.54331e+07	1.55841e+07	1.66284e+07	1.47915e+07	1.46937e+07	1.40338e+07	1.28093e+07	1.33033e+07
NACC2		1.81144e+06	872956		2.88866e+06	3.17235e+06	2.08267e+06	1.28697e+06	3.16604e+06	1.6055e+06	1.80174e+06	1.71243e+06								3.71337e+06	4.09328e+06	3.90454e+06	2.40535e+06	3.55381e+06	3.21399e+06	4.65109e+06	4.02638e+06
NADK	3.3185e+06	1.9651e+06	1.3418e+06	5.28669e+06	2.01467e+06	1.69296e+06	3.50087e+06	2.34286e+06	3.52411e+06	1.90532e+06	2.63857e+06	2.02325e+06	4.98154e+06	5.78984e+06	5.87141e+06	3.55984e+06	5.50518e+06	6.22267e+06	5.77849e+06	2.31561e+06	1.78859e+06	2.05774e+06	2.74358e+06	2.48224e+06	2.34448e+06	1.88386e+06	1.80196e+06
NADK2	2.63915e+07	3.46899e+07	3.63606e+07	2.21352e+07	1.6622e+07	1.67201e+07	3.20609e+07	3.35803e+07	2.85441e+07	2.97103e+07	3.36291e+07	3.09946e+07	2.38439e+07	2.69423e+07	2.14197e+07	2.09023e+07	1.88592e+07	2.49394e+07	2.35708e+07	1.23071e+07	1.66951e+07	1.45507e+07	1.17789e+07	2.05817e+07	1.49126e+07	1.4276e+07	1.54496e+07
NADSYN1	1.87266e+07	1.55492e+07	1.26687e+07	1.91173e+07	1.45867e+07	1.10817e+07	1.68453e+07	1.63626e+07	1.76933e+07	1.47349e+07	1.60125e+07	1.50954e+07	1.97123e+07	1.88665e+07	2.02612e+07	2.04991e+07	1.86962e+07	1.79765e+07	1.76289e+07	1.27825e+07	1.13286e+07	1.23857e+07	9.63227e+06	1.55388e+07	1.31014e+07	9.81545e+06	9.5137e+06
NAE1	4.24027e+07	3.77414e+07	3.78237e+07	3.2421e+07	4.76993e+07	4.12188e+07	4.21984e+07	3.78399e+07	4.32452e+07	3.84267e+07	3.81439e+07	3.80368e+07	3.52915e+07	3.30376e+07	3.58174e+07	3.51665e+07	3.12839e+07	3.19539e+07	3.17381e+07	3.83197e+07	3.38544e+07	3.96675e+07	3.23593e+07	3.78261e+07	4.20912e+07	3.55003e+07	3.85079e+07
NAF1	9.968e+06	1.05851e+07	1.03341e+07	8.80138e+06	1.18892e+07	1.17646e+07	8.96857e+06	1.12273e+07	1.15784e+07	1.21691e+07	9.27816e+06	9.31779e+06	1.00101e+07	9.84945e+06	9.64121e+06	1.02443e+07	1.13521e+07	9.08545e+06	9.6678e+06	1.22299e+07	1.54835e+07	1.20936e+07	1.30367e+07	1.16859e+07	1.11641e+07	1.34297e+07	1.30002e+07
NAGA	3.47124e+07	2.98738e+07	2.40616e+07	3.45993e+07	4.43509e+07	5.8314e+07	3.16472e+07	3.00802e+07	3.74977e+07	2.98566e+07	2.95512e+07	3.03384e+07	5.70052e+07	5.09324e+07	5.05152e+07	4.46883e+07	4.70155e+07	3.13509e+07	3.37189e+07	4.02719e+07	3.47309e+07	4.06624e+07	3.84276e+07	4.84559e+07	3.95248e+07	5.98877e+07	5.1797e+07
NAGK	2.40464e+07	1.54703e+07	1.52289e+07	5.20724e+06	9.88509e+06	6.98927e+06	2.1686e+07	1.71666e+07	2.21162e+07	1.40069e+07	1.62276e+07	1.66202e+07	4.19991e+06	4.96676e+06	5.02316e+06	5.74867e+06	4.31759e+06	5.0249e+06	5.11722e+06	9.44311e+06	7.8303e+06	8.59213e+06	9.21691e+06	1.28759e+07	8.20238e+06	5.99925e+06	6.16904e+06
NAGLU	3.83393e+06	3.21095e+06	2.91784e+06	4.75894e+06	2.83178e+06	4.3547e+06	3.37356e+06	2.83588e+06	2.71859e+06	2.41312e+06	3.88689e+06	3.4425e+06	4.61217e+06	4.73784e+06	5.37305e+06	4.92462e+06	4.52148e+06	4.87261e+06	4.74848e+06	3.91989e+06	2.87345e+06	3.59821e+06	3.61215e+06	3.89754e+06	2.78379e+06	3.86442e+06	3.78629e+06
NAGPA	3.86296e+06	4.20862e+06	4.89013e+06	1.32723e+07	5.35027e+06	6.12712e+06	3.62978e+06	4.26834e+06	4.77152e+06	4.12282e+06	4.82185e+06	4.83906e+06	1.27863e+07	1.1678e+07	1.54569e+07	1.41071e+07	1.29592e+07	1.05406e+07	1.19881e+07	4.8058e+06	5.76715e+06	4.31026e+06	6.10314e+06	5.7207e+06	5.28453e+06	6.37849e+06	7.28478e+06
NAIF1	1.09052e+06		1.62211e+06	685357	673099	1.22796e+06	1.41368e+06	976960	1.23261e+06	1.36115e+06	1.36782e+06	1.17444e+06	903795	1.00742e+06	1.02196e+06	1.10551e+06	1.1789e+06	1.05225e+06	807598	951822	1.11281e+06	1.10625e+06		1.11308e+06	926200		
NAIP	778114			5.84779e+06	7.93236e+06	5.63979e+06	1.46725e+06		1.79557e+06		524020		7.59745e+06	6.85686e+06	7.02772e+06	5.60713e+06	5.57574e+06	5.57255e+06	5.90457e+06	7.22314e+06	7.52874e+06	9.21803e+06	3.07101e+06	5.51589e+06	5.41482e+06	5.03383e+06	5.19902e+06
NAMPT	2.77359e+07	2.86253e+07	3.38544e+07	2.86676e+07	6.83927e+07	5.58002e+07	2.69689e+07	3.20997e+07	2.43708e+07	3.46336e+07	2.63826e+07	2.72077e+07	2.54616e+07	2.4477e+07	2.63567e+07	2.63583e+07	2.50303e+07	2.78058e+07	2.63066e+07	6.78312e+07	7.54485e+07	6.44231e+07	8.7698e+07	5.63021e+07	6.28235e+07	5.71649e+07	6.09335e+07
NANP	6.57134e+06	5.4481e+06	4.57408e+06	1.69584e+06	2.90579e+06	2.69135e+06	5.56478e+06	5.63307e+06	6.10839e+06	6.47851e+06	4.89623e+06	5.73903e+06	1.81031e+06	667223			1.96731e+06	1.87648e+06	1.79281e+06	2.71801e+06	3.59763e+06	3.22439e+06	2.64125e+06	2.15599e+06	2.32514e+06	2.89397e+06	3.05085e+06
NANS	7.16281e+07	7.7884e+07	6.97307e+07	6.99724e+07	6.4318e+07	6.03949e+07	7.71661e+07	8.49204e+07	6.44706e+07	6.7578e+07	8.19345e+07	7.373e+07	5.3645e+07	6.75009e+07	6.10181e+07	5.36759e+07	4.93324e+07	5.4678e+07	5.83364e+07	5.21871e+07	5.62848e+07	4.78653e+07	4.63358e+07	5.00491e+07	4.84604e+07	4.92522e+07	4.87621e+07
NAP1L1	1.70594e+08	1.56395e+08	1.94528e+08	2.34008e+08	2.81844e+08	2.19029e+08	1.76324e+08	1.94926e+08	1.7639e+08	2.07006e+08	1.56498e+08	1.61707e+08	2.23658e+08	2.2373e+08	2.31066e+08	2.36145e+08	2.63716e+08	2.1356e+08	2.20119e+08	2.34007e+08	2.42882e+08	2.55993e+08	2.79149e+08	2.47025e+08	2.47603e+08	2.47897e+08	2.42058e+08
NAP1L4	1.75572e+08	1.6145e+08	1.86062e+08	1.78406e+08	1.69513e+08	1.48187e+08	1.73626e+08	1.88107e+08	2.04647e+08	1.75138e+08	1.7118e+08	1.66331e+08	2.05145e+08	1.89867e+08	1.97565e+08	1.88279e+08	1.97467e+08	1.76428e+08	1.88602e+08	1.52856e+08	1.53203e+08	1.56104e+08	1.6324e+08	1.53734e+08	1.50807e+08	1.58359e+08	1.57707e+08
NAP1L5				1.10466e+06	1.28722e+06	1.63118e+06							1.21866e+06	966712	1.90809e+06	1.23867e+06	1.68583e+06	826193	934797	1.89998e+06	1.73517e+06	1.33432e+06	1.44626e+06	1.16949e+06	1.04312e+06	1.41888e+06	1.11282e+06
NAPA	6.76981e+07	6.18237e+07	6.03538e+07	1.08952e+08	5.51259e+07	5.2764e+07	6.81697e+07	6.05968e+07	4.80975e+07	5.75162e+07	5.73988e+07	5.90997e+07	7.55435e+07	7.73286e+07	7.34929e+07	9.08239e+07	7.06255e+07	9.72765e+07	1.01663e+08	5.79204e+07	4.39406e+07	5.49075e+07	9.73911e+07	5.63296e+07	5.52776e+07	5.30391e+07	5.46085e+07
NAPB	2.82501e+06	2.82788e+06	3.42178e+06	1.63486e+06		1.61757e+06	2.08873e+06	2.74417e+06	1.98981e+06	3.21425e+06	2.00494e+06	2.55037e+06	2.80474e+06	2.22428e+06	1.9348e+06	1.67821e+06		1.99522e+06	2.44456e+06				2.07388e+06		2.06564e+06	2.17707e+06	
NAPG	1.44988e+07	1.3315e+07	1.57497e+07	2.47313e+07	2.1925e+07	2.09992e+07	1.24904e+07	1.51533e+07	1.2942e+07	1.35479e+07	1.14845e+07	1.27677e+07	2.4412e+07	2.15229e+07	2.40962e+07	2.10778e+07	2.51345e+07	2.10328e+07	2.25818e+07	1.82126e+07	2.07567e+07	1.79089e+07	2.07236e+07	1.85168e+07	1.84631e+07	1.96362e+07	2.11011e+07
NAPRT	1.90744e+07	1.50433e+07	2.02012e+07	4.52722e+07	5.76514e+07	7.99166e+07	1.95098e+07	1.66426e+07	2.08014e+07	1.45836e+07	1.68879e+07	1.59357e+07	3.59173e+07	4.54352e+07	4.33984e+07	4.30086e+07	3.15533e+07	3.86492e+07	3.47538e+07	5.48553e+07	5.8798e+07	6.38543e+07	4.85623e+07	5.49487e+07	5.73678e+07	6.16372e+07	6.65232e+07
NARF	2.2336e+06	1.85757e+06	1.75924e+06	3.54168e+06	3.21255e+06	2.3098e+06	1.82564e+06	2.50765e+06	2.82725e+06	2.02872e+06	1.7962e+06	1.96951e+06	2.88644e+06	3.89502e+06	3.66916e+06	3.63444e+06	4.19304e+06	3.33338e+06	3.84304e+06	2.30521e+06	3.05993e+06	2.39024e+06	1.71875e+06	2.68332e+06	2.6306e+06	1.66698e+06	2.02791e+06
NARS1	3.08884e+08	2.67481e+08	2.56185e+08	1.97382e+08	2.46935e+08	2.56709e+08	3.11396e+08	3.12537e+08	2.77844e+08	2.93533e+08	2.64293e+08	2.73208e+08	1.91836e+08	1.86272e+08	1.81349e+08	1.93169e+08	1.94387e+08	2.04441e+08	2.00027e+08	2.54808e+08	2.14636e+08	2.24515e+08	2.11594e+08	2.46473e+08	2.7332e+08	2.15154e+08	2.17044e+08
NARS2	7.75884e+06	1.13074e+07	7.80908e+06	6.95064e+06	7.92765e+06	8.26537e+06	1.08607e+07	1.18717e+07	9.00214e+06	8.79001e+06	1.15683e+07	1.06518e+07	6.07392e+06	7.61573e+06	5.4545e+06	5.59608e+06	4.60568e+06	7.57574e+06	6.64119e+06	5.41764e+06	7.20399e+06	5.59708e+06	6.06108e+06	6.05917e+06	9.19867e+06	7.20688e+06	6.90967e+06
NASP	2.72653e+08	2.91773e+08	4.14651e+08	2.79036e+08	2.38399e+08	4.23267e+08	2.87719e+08	4.20052e+08	4.04065e+08	3.36091e+08	3.66155e+08	3.57715e+08	3.01575e+08	3.30676e+08	3.47406e+08	2.75508e+08	3.27721e+08	2.72183e+08	3.00619e+08	3.96302e+08	3.87627e+08	3.7282e+08	3.85296e+08	3.65605e+08	2.89277e+08	4.63171e+08	4.68476e+08
NAT1	2.01418e+07	1.67412e+07	1.53587e+07	1.73373e+07	1.83026e+07	1.31418e+07	2.07177e+07	2.05518e+07	2.00724e+07	2.34637e+07	2.2038e+07	2.08078e+07	2.6357e+07	2.22836e+07	2.00384e+07	2.13706e+07	2.07815e+07	2.28903e+07	2.23281e+07	1.92852e+07	1.7985e+07	1.90675e+07	1.7732e+07	1.45195e+07	1.90917e+07	2.09236e+07	2.03849e+07
NAT10	1.05196e+08	1.1748e+08	1.28271e+08	6.78014e+07	1.1013e+08	7.78868e+07	1.14604e+08	1.14691e+08	1.03707e+08	1.43355e+08	9.71805e+07	9.79763e+07	8.34068e+07	8.28505e+07	6.82133e+07	6.69808e+07	8.86933e+07	1.03772e+08	9.15542e+07	8.50369e+07	9.52231e+07	9.54062e+07	9.08965e+07	8.27188e+07	1.02447e+08	9.2385e+07	9.39176e+07
NAT14	3.59019e+06	3.72566e+06	3.28212e+06	3.56102e+06	2.02967e+06	2.92353e+06	3.85955e+06	2.81078e+06	2.10508e+06	3.1825e+06	3.93768e+06	3.12191e+06	2.27939e+06	3.04687e+06	3.10733e+06	2.91298e+06	2.75736e+06	2.97601e+06	1.37296e+06	808029	1.09435e+06	2.39519e+06	1.2178e+06	1.13564e+06	1.14761e+06	1.11138e+06	2.29636e+06
NAT16										480941					436305		453421										
NAT2			799134								482280													1.16031e+06	1.19139e+06	1.51476e+06	
NAT8B																	2.5055e+07										
NATD1									26412.9														531298				
NAV1					3.06191e+06	2.2847e+06														3.10268e+06	3.78754e+06	3.20494e+06	2.44958e+06	1.92511e+06	2.88575e+06	2.22492e+06	2.32808e+06
NAV3				2.89692e+06	2.16288e+06	357959							1.66446e+06	1.57504e+06	1.34013e+06	637381	1.57125e+06	2.69326e+06	3.16482e+06	977752	972440	1.57849e+06	1.69862e+06	1.88611e+06	1.97358e+06		
NAXD	1.1096e+07	9.04805e+06	9.80331e+06	7.92553e+06	8.22934e+06	6.48072e+06	1.06689e+07	1.02674e+07	6.88342e+06	9.45674e+06	8.30855e+06	7.96042e+06	9.06403e+06	7.72981e+06	8.70095e+06	1.00507e+07	7.5116e+06	7.19693e+06	7.21241e+06	5.1953e+06	5.32999e+06	6.21864e+06	4.65801e+06	7.58366e+06	6.83043e+06	6.25941e+06	6.76695e+06
NAXE	3.2785e+07	2.74454e+07	2.12985e+07	2.42087e+07	1.4921e+07	2.36764e+07	3.39865e+07	2.41604e+07	2.51649e+07	1.82803e+07	2.77393e+07	2.84368e+07	2.64586e+07	2.87304e+07	2.71553e+07	2.99052e+07	2.5465e+07	2.30098e+07	2.43728e+07	2.01173e+07	1.99752e+07	1.95847e+07	1.87366e+07	2.344e+07	1.491e+07	1.93885e+07	1.93834e+07
NBAS	8.74251e+06	1.01851e+07	1.04106e+07	8.86307e+06	1.19868e+07	9.21688e+06	9.89558e+06	1.02695e+07	9.32738e+06	9.51441e+06	1.01091e+07	1.06275e+07	8.76841e+06	8.53621e+06	8.96366e+06	9.66533e+06	8.53845e+06	8.80026e+06	8.68373e+06	1.09814e+07	1.05363e+07	9.89114e+06	1.10148e+07	1.29116e+07	1.34459e+07	9.15555e+06	8.79734e+06
NBEAL2	3.95658e+06	2.40979e+06	3.09974e+06	1.08067e+07	1.21124e+07	1.22767e+07	4.60416e+06	3.01707e+06	2.97517e+06	2.80446e+06	2.51772e+06	2.65725e+06	1.19104e+07	1.10293e+07	1.0248e+07	1.20985e+07	1.02764e+07	1.06682e+07	9.82365e+06	1.09194e+07	9.92074e+06	1.06198e+07	1.04982e+07	9.23301e+06	1.31066e+07	1.16253e+07	1.18116e+07
NBN	3.06372e+07	3.75604e+07	2.73349e+07	2.32776e+07	2.32197e+07	2.42077e+07	2.85958e+07	3.35914e+07	2.90299e+07	3.05835e+07	3.59785e+07	3.90174e+07	2.71253e+07	2.41846e+07	2.54084e+07	2.58148e+07	2.73809e+07	2.79044e+07	2.54707e+07	2.1888e+07	2.29394e+07	2.25697e+07	2.03073e+07	2.39541e+07	2.17245e+07	2.40814e+07	2.50147e+07
NBPF12	1.17947e+06																										
NBPF14																			2.25752e+06								
NBPF15																						410993					
NBR1				8.47619e+06		2.16336e+06		938152					5.12575e+06	5.78022e+06	5.1876e+06	7.78725e+06	5.97046e+06	7.54462e+06	7.93576e+06	2.50289e+06	2.47151e+06	1.97535e+06	4.38561e+06	1.73972e+06	1.26428e+06	1.95873e+06	2.4332e+06
NCALD	8.80487e+06	1.24322e+07	6.50334e+06	4.76404e+06			6.7312e+06	6.38879e+06	7.97252e+06	4.74914e+06	9.90621e+06	8.10453e+06	6.063e+06	4.61858e+06	5.31141e+06	5.24248e+06	2.31854e+06	3.69714e+06	2.55695e+06	979543	1.25093e+06		922148	1.63771e+06	1.41999e+06	1.26731e+06	946201
NCAM1	3.3804e+07	2.9806e+07	3.77316e+07		4.47874e+06	2.19193e+07	2.71843e+07	4.43905e+07	3.18189e+07	4.39305e+07	3.0159e+07	3.08045e+07								6.23689e+06	4.79847e+06	4.24584e+06	4.9349e+06	9.29283e+06	3.78454e+06	1.84485e+07	1.81535e+07
NCAM2	2.34168e+07	5.03775e+07	4.04521e+07				2.2601e+07	3.47053e+07	4.91456e+07	3.07188e+07	5.36822e+07	4.81235e+07														2.11229e+06	
NCAPD2	4.78054e+07	4.9928e+07	6.49841e+07	4.56585e+07	2.87062e+07	4.9664e+07	5.23909e+07	7.16504e+07	5.45156e+07	5.96904e+07	4.88816e+07	5.02527e+07	4.28334e+07	4.65931e+07	4.43964e+07	3.56729e+07	4.91199e+07	4.61917e+07	5.13439e+07	3.91481e+07	4.29821e+07	3.6813e+07	4.68567e+07	3.3267e+07	3.15042e+07	5.48546e+07	5.6e+07
NCAPD3	9.0222e+06	8.93674e+06	9.16099e+06	7.26461e+06	8.076e+06	1.10902e+07	9.38575e+06	1.1042e+07	1.00144e+07	8.38762e+06	8.68131e+06	8.70018e+06	7.5022e+06	8.12151e+06	7.60409e+06	6.40252e+06	7.66397e+06	7.97607e+06	8.01027e+06	1.08803e+07	1.02844e+07	9.48332e+06	1.16837e+07	8.88602e+06	9.27764e+06	1.18968e+07	1.11619e+07
NCAPG	2.72513e+07	2.70705e+07	3.64507e+07	2.50599e+07	1.45567e+07	2.58261e+07	2.56181e+07	3.86731e+07	2.62771e+07	2.81117e+07	2.58373e+07	2.49008e+07	2.17609e+07	2.47132e+07	2.254e+07	1.94413e+07	2.42149e+07	2.26013e+07	2.54939e+07	1.81742e+07	1.76027e+07	1.63709e+07	2.28512e+07	1.52061e+07	1.53269e+07	2.61314e+07	2.72499e+07
NCAPG2	2.01217e+07	1.87899e+07	2.09953e+07	1.12593e+07	1.6642e+07	2.50999e+07	2.11403e+07	2.55025e+07	2.25593e+07	2.03639e+07	1.73232e+07	1.8756e+07	1.27293e+07	1.30809e+07	1.16208e+07	1.13616e+07	1.475e+07	1.30591e+07	1.3662e+07	2.11783e+07	2.13813e+07	2.06153e+07	2.47995e+07	1.91266e+07	1.75247e+07	2.39383e+07	2.56328e+07
NCAPH	4.00292e+07	3.89674e+07	5.59635e+07	3.76048e+07	2.65869e+07	4.04155e+07	4.094e+07	5.7652e+07	4.58261e+07	5.2157e+07	3.516e+07	3.67101e+07	3.38775e+07	3.64058e+07	3.57779e+07	2.97945e+07	3.84747e+07	3.44611e+07	4.00707e+07	2.92472e+07	3.23556e+07	3.01588e+07	3.7016e+07	2.53453e+07	2.2689e+07	4.46132e+07	4.65647e+07
NCAPH2	8.06934e+06	7.13276e+06	8.34131e+06	5.6818e+06	6.71178e+06	1.0927e+07	8.7473e+06	9.55156e+06	1.12314e+07	9.38461e+06	7.22509e+06	8.09255e+06	7.9104e+06	7.65648e+06	7.0572e+06	6.56706e+06	8.13398e+06	6.80853e+06	8.20246e+06	1.03655e+07	9.88746e+06	9.64426e+06	1.22901e+07	9.54384e+06	9.06963e+06	1.21179e+07	1.19648e+07
NCBP1	6.09356e+07	6.1634e+07	6.65757e+07	6.07144e+07	4.22238e+07	5.46337e+07	6.47088e+07	6.21334e+07	5.68287e+07	5.60108e+07	6.15462e+07	6.3073e+07	6.08915e+07	6.47128e+07	6.56633e+07	6.80455e+07	6.36386e+07	6.67924e+07	6.16938e+07	5.06867e+07	3.85978e+07	4.46952e+07	4.80524e+07	5.13867e+07	4.99249e+07	4.61799e+07	4.83093e+07
NCBP2	4.99335e+07	6.12497e+07	5.2995e+07	4.77842e+07	4.68663e+07	5.03431e+07	5.06041e+07	4.90543e+07	5.52182e+07	5.814e+07	5.77343e+07	5.27754e+07	5.4259e+07	5.11298e+07	4.97498e+07	5.62082e+07	5.37002e+07	4.84785e+07	4.85631e+07	4.49998e+07	5.22208e+07	5.00164e+07	4.43473e+07	4.58626e+07	4.4893e+07	4.84208e+07	5.15408e+07
NCBP2AS2					502208								418710	455330			364332	530948	660133	635246	606690	582304	643574	427714	737945	437128	499512
NCBP2L													1.17901e+06														
NCBP3	2.19262e+07	2.15666e+07	2.04106e+07	2.15817e+07	2.38747e+07	2.78465e+07	2.37512e+07	2.2897e+07	1.98767e+07	2.45036e+07	2.27193e+07	2.36079e+07	2.06469e+07	2.02985e+07	2.19733e+07	2.39413e+07	2.06272e+07	2.18865e+07	2.17494e+07	2.58603e+07	2.72539e+07	2.58927e+07	2.55101e+07	2.52689e+07	2.51528e+07	2.72775e+07	2.67728e+07
NCCRP1					122556				122668													91456.5				87377.7	
